zcta5,total_25yo,edu_gr9,edu_gr12_nd,edu_hs,edu_col_nd,edu_asc,edu_ba,edu_grad,edu_min_hs,edu_min_ba
13751,100,0,0,8,8,23,53,8,100,61
13752,523,11,29,251,41,41,80,70,483,150
13753,3102,52,142,706,516,488,593,605,2908,1198
13754,1962,37,144,813,430,275,148,115,1781,263
13755,723,3,37,403,115,84,52,29,683,81
13756,541,8,51,244,59,29,71,79,482,150
13757,1066,5,89,286,234,122,150,180,972,330
13760,30514,739,1488,8582,5481,4001,5485,4738,28287,10223
13774,130,12,7,92,15,4,0,0,111,0
13775,1396,6,52,515,308,185,143,187,1338,330
13776,295,2,5,100,48,20,60,60,288,120
13777,297,0,17,153,53,20,19,35,280,54
13778,3797,58,153,1422,715,580,341,528,3586,869
13780,561,32,42,231,77,73,78,28,487,106
13782,604,19,79,239,70,62,91,44,506,135
13783,1862,96,172,761,355,160,188,130,1594,318
13784,224,0,102,64,32,12,6,8,122,14
13786,295,5,42,116,30,46,11,45,248,56
13787,2255,79,205,941,510,186,132,202,1971,334
13788,794,13,42,193,126,74,152,194,739,346
13790,12811,565,797,3829,2065,1875,2328,1352,11449,3680
13795,2345,0,90,900,629,445,200,81,2255,281
13796,817,31,26,279,173,74,138,96,760,234
13797,1362,23,160,589,179,178,115,118,1179,233
13801,1128,48,120,492,163,122,115,68,960,183
13802,701,9,10,262,264,12,41,103,682,144
13803,2660,144,229,1005,527,386,175,194,2287,369
13804,115,3,12,65,16,10,7,2,100,9
13806,156,8,0,51,24,36,25,12,148,37
13807,985,12,80,384,67,150,171,121,893,292
13808,896,10,59,277,152,80,136,182,827,318
13809,1270,23,66,575,325,115,90,76,1181,166
13810,955,0,8,295,266,62,188,136,947,324
13811,2873,83,188,908,400,383,608,303,2602,911
13812,1637,67,114,664,287,161,218,126,1456,344
13813,573,0,5,187,120,131,19,111,568,130
13814,11,0,0,8,0,0,0,3,11,3
13815,9346,218,759,3515,1676,988,1147,1043,8369,2190
13820,13026,143,745,3484,2323,1191,2799,2341,12138,5140
13825,2196,36,157,864,330,239,239,331,2003,570
13826,91,0,0,31,47,13,0,0,91,0
13827,8412,151,596,2583,1269,1290,1658,865,7665,2523
13830,3543,134,336,1394,653,545,233,248,3073,481
13832,311,12,46,170,24,24,23,12,253,35
13833,2547,53,313,1139,316,315,224,187,2181,411
13834,118,0,0,71,28,10,9,0,118,9
13835,962,51,83,379,131,110,133,75,828,208
13838,2694,73,182,1070,431,412,296,230,2439,526
13839,927,3,139,443,173,56,41,72,785,113
13841,313,10,46,136,36,15,28,42,257,70
13842,475,4,54,210,69,51,31,56,417,87
13843,1468,33,206,514,194,240,149,132,1229,281
13844,446,17,17,230,86,59,29,8,412,37
13846,314,5,16,151,12,37,64,29,293,93
13847,14,0,0,0,11,3,0,0,14,0
13849,3360,71,269,1379,439,457,412,333,3020,745
13850,15961,397,546,3629,2163,2271,3353,3602,15018,6955
13856,4539,137,254,2156,550,401,517,524,4148,1041
13859,73,0,0,47,10,0,16,0,73,16
13860,171,0,0,60,0,0,18,93,171,111
13861,379,0,42,51,27,32,147,80,337,227
13862,2487,27,112,1002,492,298,271,285,2348,556
13863,354,0,69,151,28,57,35,14,285,49
13864,844,19,0,322,143,164,138,58,825,196
13865,4315,28,292,1619,814,500,558,504,3995,1062
13901,13701,589,1183,4527,2392,1514,1761,1735,11929,3496
13902,30,0,0,0,30,0,0,0,30,0
13903,12793,243,963,3234,2027,1861,2573,1892,11587,4465
13904,6604,344,861,2135,1231,825,757,451,5399,1208
13905,17559,717,986,4628,3106,1822,2995,3305,15856,6300
14001,6750,69,439,1938,1616,843,1165,680,6242,1845
14004,8571,317,575,3314,1400,1196,1100,669,7679,1769
14005,1388,5,84,562,271,134,214,118,1299,332
14006,6922,175,400,2407,1409,911,933,687,6347,1620
14008,1082,41,111,371,189,158,137,75,930,212
14009,3858,47,171,1548,748,565,410,369,3640,779
14011,5871,405,1273,1782,813,693,569,336,4193,905
14012,2154,37,166,866,396,309,261,119,1951,380
14013,1218,29,52,472,215,156,203,91,1137,294
14020,16380,506,830,5637,2969,2739,1945,1754,15044,3699
14024,1073,33,43,450,188,196,98,65,997,163
14025,2953,11,87,1055,404,151,763,482,2855,1245
14026,420,0,36,27,64,74,131,88,384,219
14027,34,0,0,19,9,6,0,0,34,0
14028,1211,10,55,532,239,147,120,108,1146,228
14029,28,0,5,13,0,8,0,2,23,2
14030,1428,57,76,604,220,217,200,54,1295,254
14031,7497,49,74,1451,1329,881,1658,2055,7374,3713
14032,7144,114,165,1056,965,706,1898,2240,6865,4138
14033,1140,14,16,343,131,144,346,146,1110,492
14034,2002,61,192,850,330,221,208,140,1749,348
14035,38,1,0,1,30,0,0,6,37,6
14036,4246,119,95,2106,636,354,681,255,4032,936
14037,762,20,23,375,170,114,44,16,719,60
14039,59,0,2,28,14,12,3,0,57,3
14040,1207,24,114,428,161,274,106,100,1069,206
14041,115,0,13,45,35,10,8,4,102,12
14042,3104,85,329,1130,668,454,255,183,2690,438
14043,18318,359,798,6414,3473,2538,2661,2075,17161,4736
14047,5001,285,180,1956,921,570,679,410,4536,1089
14048,10834,649,716,4047,2045,1353,1157,867,9469,2024
14051,14199,450,220,1813,1683,1105,3984,4944,13529,8928
14052,13829,255,249,3404,1565,1782,3745,2829,13325,6574
14054,938,2,81,366,171,98,111,109,855,220
14055,1116,6,48,433,134,137,176,182,1062,358
14056,135,0,40,0,95,0,0,0,95,0
14057,5600,102,167,1775,816,998,994,748,5331,1742
14058,1490,30,84,447,289,275,209,156,1376,365
14059,6766,50,140,1806,1142,716,1472,1440,6576,2912
14060,293,11,28,120,78,25,24,7,254,31
14061,71,7,0,31,0,19,6,8,64,14
14062,2296,78,174,893,366,431,217,137,2044,354
14063,8207,217,224,2549,1294,738,1362,1823,7766,3185
14065,1050,72,43,540,119,133,82,61,935,143
14066,853,20,71,323,151,116,106,66,762,172
14067,2818,60,141,836,475,389,635,282,2617,917
14068,5580,206,110,983,744,474,1638,1425,5264,3063
14069,485,2,58,146,45,53,102,79,425,181
14070,4015,225,240,1768,660,482,411,229,3550,640
14072,15598,425,237,3272,3110,2013,3367,3174,14936,6541
14075,32676,390,984,7643,5951,5515,7093,5100,31302,12193
14080,2991,44,141,986,670,530,373,247,2806,620
14081,2083,61,110,809,369,212,353,169,1912,522
14082,412,0,43,120,67,17,97,68,369,165
14083,10,0,5,5,0,0,0,0,5,0
14085,5648,112,121,1376,828,629,1560,1022,5415,2582
14086,25721,402,795,6260,4776,3751,5228,4509,24524,9737
14091,1092,0,74,521,103,226,126,42,1018,168
14092,8168,71,324,1787,1686,1157,1683,1460,7773,3143
14094,36002,871,2039,10287,6978,5698,5699,4430,33092,10129
14098,2062,126,154,727,419,193,287,156,1782,443
14101,1356,13,90,568,381,108,120,76,1253,196
14102,1123,0,68,466,81,81,245,182,1055,427
14103,7648,362,882,2382,1577,840,1027,578,6404,1605
14105,3655,45,264,1391,571,548,509,327,3346,836
14108,3670,146,139,1094,818,487,492,494,3385,986
14109,0,0,0,0,0,0,0,0,0,0
14111,2257,17,150,930,395,311,286,168,2090,454
14112,40,0,0,13,0,14,0,13,40,13
14113,505,0,33,201,119,33,49,70,472,119
14120,32883,711,1380,10240,5576,4716,6411,3849,30792,10260
14125,2598,178,257,1104,283,307,317,152,2163,469
14126,325,0,0,152,30,56,37,50,325,87
14127,22651,104,648,4166,2817,3000,5864,6052,21899,11916
14129,938,86,82,296,115,115,129,115,770,244
14130,66,5,0,37,2,15,0,7,61,7
14131,3941,28,261,1675,776,482,384,335,3652,719
14132,4595,127,466,1319,659,856,743,425,4002,1168
14134,54,10,16,5,11,0,12,0,28,12
14135,94,0,5,50,0,34,0,5,89,5
14136,3798,109,178,1183,825,466,702,335,3511,1037
14138,1329,74,112,520,212,129,207,75,1143,282
14139,1255,0,35,373,241,210,276,120,1220,396
14141,5420,135,240,2129,635,713,963,605,5045,1568
14143,733,3,24,264,170,73,90,109,706,199
14145,917,5,9,399,113,158,158,75,903,233
14150,31464,883,950,8900,6543,4421,6164,3603,29631,9767
14166,195,0,0,19,31,14,64,67,195,131
14167,1312,32,44,531,183,317,133,72,1236,205
14168,56,0,25,0,6,14,11,0,31,11
14169,80,8,0,56,16,0,0,0,72,0
14170,1646,38,19,534,145,283,375,252,1589,627
14171,1301,6,47,558,297,164,172,57,1248,229
14172,2309,44,53,773,429,388,278,344,2212,622
14173,117,0,0,96,0,21,0,0,117,0
14174,4212,21,51,1033,1008,527,948,624,4140,1572
14201,8404,729,717,2108,1224,445,1862,1319,6958,3181
14202,2930,133,118,840,398,175,735,531,2679,1266
14203,1873,103,154,393,238,173,481,331,1616,812
14204,5691,358,645,1608,1441,609,698,332,4688,1030
14206,15547,609,1532,5456,3257,1879,1767,1047,13406,2814
14207,15533,1699,1360,5348,2876,1514,1882,854,12474,2736
14208,7096,278,735,1989,1706,772,866,750,6083,1616
14209,6076,180,277,834,1425,637,1360,1363,5619,2723
14210,11324,553,1222,4346,2132,1214,1297,560,9549,1857
14211,14824,1138,1372,5548,2912,1598,1459,797,12314,2256
14212,8479,595,1454,2914,1795,712,614,395,6430,1009
14213,14983,1590,1679,2848,2573,909,3253,2131,11714,5384
14214,13117,281,875,2344,2340,948,2607,3722,11961,6329
14215,25680,1078,2250,7438,6230,3723,3287,1674,22352,4961
14216,18068,334,865,3022,2891,1369,5318,4269,16869,9587
14217,17109,492,502,4038,2957,2108,3958,3054,16115,7012
14218,14781,660,1241,4877,3210,1707,2190,896,12880,3086
14219,8546,104,375,3353,1666,1482,1171,395,8067,1566
14220,17316,350,760,5822,3160,2566,2869,1789,16206,4658
14221,40755,676,901,6209,6194,3770,10861,12144,39178,23005
14222,10930,69,164,1536,1585,678,3089,3809,10697,6898
14223,17104,180,388,3277,3797,1970,4405,3087,16536,7492
14224,30400,624,972,8718,5576,4693,6267,3550,28804,9817
14225,25047,620,1343,8639,4528,2892,4634,2391,23084,7025
14226,20080,470,424,2765,2875,2027,5844,5675,19186,11519
14227,16455,245,649,6012,3695,2028,2512,1314,15561,3826
14228,16159,644,779,2640,2095,1835,4253,3913,14736,8166
14260,1,0,0,0,0,0,0,1,1,1
14261,71,0,0,0,8,0,22,41,71,63
14301,8983,420,1108,3302,1585,989,847,732,7455,1579
14302,206,25,18,134,0,0,29,0,163,29
14303,3858,371,450,1495,610,399,369,164,3037,533
14304,21485,268,1292,7274,4136,3118,3263,2134,19925,5397
14305,10866,334,757,3897,2102,1286,1485,1005,9775,2490
14411,9683,571,1055,4424,1427,1169,582,455,8057,1037
14413,133,32,24,51,0,0,26,0,77,26
14414,4921,99,77,1359,765,771,992,858,4745,1850
14415,75,5,0,43,15,12,0,0,70,0
14416,2628,28,83,953,476,300,446,342,2517,788
14418,854,117,41,244,164,40,186,62,696,248
14420,11763,270,491,3516,1559,1577,2545,1805,11002,4350
14422,1270,21,52,477,223,207,202,88,1197,290
14423,3486,71,136,1036,685,451,615,492,3279,1107
14424,21261,505,678,5261,3351,2867,4429,4170,20078,8599
14425,9051,143,227,1959,1724,1229,2149,1620,8681,3769
14427,1304,18,51,599,191,246,136,63,1235,199
14428,5292,91,380,1560,875,557,959,870,4821,1829
14432,3628,65,144,1166,665,604,527,457,3419,984
14433,2686,304,241,1057,427,224,261,172,2141,433
14435,1853,33,105,531,313,283,360,228,1715,588
14437,6518,158,402,2512,1325,786,748,587,5958,1335
14441,293,15,21,126,65,20,25,21,257,46
14445,5543,61,455,1454,923,720,1351,579,5027,1930
14450,31638,399,743,4232,3939,3814,9784,8727,30496,18511
14453,0,0,0,0,0,0,0,0,0,0
14454,4789,150,130,903,779,473,1016,1338,4509,2354
14456,12655,588,578,3404,2195,1660,2231,1999,11489,4230
14462,534,24,10,168,91,112,98,31,500,129
14463,221,0,0,91,65,48,12,5,221,17
14464,4836,137,243,1310,982,905,763,496,4456,1259
14466,1372,10,39,408,259,232,257,167,1323,424
14467,7726,254,251,1612,1068,1216,2075,1250,7221,3325
14468,12845,105,450,4128,2128,1629,2851,1554,12290,4405
14469,4555,51,247,1536,827,653,837,404,4257,1241
14470,5536,38,357,2186,1091,756,766,342,5141,1108
14471,2265,52,161,592,582,243,431,204,2052,635
14472,6377,31,103,845,565,794,1884,2155,6243,4039
14475,237,0,6,79,23,0,75,54,231,129
14476,1706,8,55,689,299,253,264,138,1643,402
14477,1268,69,65,479,170,104,284,97,1134,381
14478,504,0,25,47,93,67,194,78,479,272
14479,87,0,17,56,14,0,0,0,70,0
14480,403,5,0,106,135,40,110,7,398,117
14481,1308,64,65,482,169,183,207,138,1179,345
14482,5967,117,169,2047,902,1122,967,643,5681,1610
14485,2755,41,156,592,540,435,569,422,2558,991
14486,184,0,11,71,13,26,24,39,173,63
14487,4162,11,111,1135,873,728,692,612,4040,1304
14489,4964,368,429,1764,986,677,503,237,4167,740
14502,7060,251,210,1543,1119,1006,1738,1193,6599,2931
14504,1112,15,40,371,236,157,206,87,1057,293
14505,3561,141,108,1230,849,571,441,221,3312,662
14506,589,0,0,79,125,20,212,153,589,365
14507,841,35,15,387,164,84,104,52,791,156
14510,3509,78,234,1385,561,603,360,288,3197,648
14511,219,0,18,100,16,0,58,27,201,85
14512,3489,39,126,1225,520,571,461,547,3324,1008
14513,9958,409,844,3319,2286,1209,1105,786,8705,1891
14514,4294,36,177,1143,643,600,868,827,4081,1695
14515,138,0,0,64,0,49,25,0,138,25
14516,1467,126,55,511,357,143,159,116,1286,275
14517,2042,25,200,826,419,172,272,128,1817,400
14519,9000,116,328,2405,1479,1543,2067,1062,8556,3129
14521,2372,177,432,746,314,205,332,166,1763,498
14522,7197,297,455,2244,1410,950,1193,648,6445,1841
14525,1791,24,49,700,323,212,268,215,1718,483
14526,14043,211,267,1821,1750,1425,4687,3882,13565,8569
14527,9143,1177,346,3268,1114,939,1276,1023,7620,2299
14529,48,0,10,12,7,12,0,7,38,7
14530,4359,143,505,1778,761,464,397,311,3711,708
14532,2652,198,52,777,568,451,312,294,2402,606
14533,1341,111,85,460,201,172,114,198,1145,312
14534,24109,227,284,2065,2401,1717,6900,10515,23598,17415
14536,492,1,82,198,51,80,64,16,409,80
14537,81,0,0,39,12,0,30,0,81,30
14539,109,0,0,52,38,0,19,0,109,19
14541,2530,207,708,652,308,237,251,167,1615,418
14542,0,0,0,0,0,0,0,0,0,0
14543,2541,31,27,615,394,419,591,464,2483,1055
14544,1450,101,73,521,294,212,114,135,1276,249
14545,90,0,9,39,18,5,12,7,81,19
14546,3840,25,46,954,807,501,1086,421,3769,1507
14548,3085,118,224,1109,749,408,336,141,2743,477
14549,303,0,0,171,31,36,55,10,303,65
14550,855,27,61,341,126,160,91,49,767,140
14551,4004,121,222,1477,1214,267,443,260,3661,703
14555,1003,3,39,322,190,155,207,87,961,294
14556,1105,75,344,484,114,38,35,15,686,50
14557,96,0,5,36,29,11,9,6,91,15
14559,13174,196,484,3550,2365,1630,2782,2167,12494,4949
14560,1621,42,137,494,247,268,271,162,1442,433
14561,1824,95,111,635,320,344,251,68,1618,319
14564,11435,97,293,1641,1451,1338,3107,3508,11045,6615
14568,4509,75,94,1185,1065,805,791,494,4340,1285
14569,5003,179,222,1912,1182,621,500,387,4602,887
14571,1087,13,206,351,219,65,197,36,868,233
14572,3256,198,178,1306,509,506,293,266,2880,559
14580,40624,598,1271,8291,6321,5981,10058,8104,38755,18162
14585,152,12,30,41,31,22,10,6,110,16
14586,8384,304,254,1219,1397,1292,2342,1576,7826,3918
14588,0,0,0,0,0,0,0,0,0,0
14589,5452,48,333,1566,1032,849,1003,621,5071,1624
14590,3739,149,452,1515,563,471,267,322,3138,589
14591,1205,85,66,413,189,228,149,75,1054,224
14592,103,0,0,28,25,16,25,9,103,34
14604,2175,24,103,272,288,173,664,651,2048,1315
14605,6397,843,1139,2137,1217,351,542,168,4415,710
14606,19097,1321,1867,6028,3371,2162,2982,1366,15909,4348
14607,13257,400,355,1796,1853,1012,3979,3862,12502,7841
14608,8357,486,985,2474,1432,923,1183,874,6886,2057
14609,29086,915,2722,7634,5494,3111,5968,3242,25449,9210
14610,11111,120,268,1311,1451,1007,3440,3514,10723,6954
14611,10595,720,1510,3471,2232,1351,882,429,8365,1311
14612,26127,719,1367,6698,4463,3643,5689,3548,24041,9237
14613,8411,753,1287,2892,1367,638,828,646,6371,1474
14614,941,76,314,279,100,44,100,28,551,128
14615,11986,667,724,3771,2592,1745,1664,823,10595,2487
14616,18346,525,1087,5999,3555,2834,3128,1218,16734,4346
14617,16223,150,446,2798,3173,2242,4022,3392,15627,7414
14618,15171,211,136,883,1167,945,5194,6635,14824,11829
14619,9424,246,729,2793,1845,1189,1330,1292,8449,2622
14620,18161,493,855,2420,2668,1723,4887,5115,16813,10002
14621,21022,2027,3540,7503,3561,2064,1516,811,15455,2327
14622,9759,444,541,2652,1678,1293,1756,1395,8774,3151
14623,13527,685,689,2690,2012,1891,3149,2411,12153,5560
14624,28261,633,843,7206,5862,4177,5737,3803,26785,9540
14625,8161,77,130,1377,1072,834,2273,2398,7954,4671
14626,22088,1328,1029,6474,3576,2723,4054,2904,19731,6958
14627,16,0,0,6,0,10,0,0,16,0
14642,0,0,0,0,0,0,0,0,0,0
14701,27268,728,2186,8829,4671,4552,3765,2537,24354,6302
14706,4274,108,152,1334,611,566,716,787,4014,1503
14707,72,3,0,30,30,3,6,0,69,6
14708,125,12,0,25,47,34,2,5,113,7
14709,889,33,59,313,151,144,97,92,797,189
14710,2154,41,118,710,344,359,331,251,1995,582
14711,1254,142,72,475,195,130,95,145,1040,240
14712,2433,12,29,805,575,270,318,424,2392,742
14714,356,73,13,159,22,23,37,29,270,66
14715,1867,88,161,620,385,307,193,113,1618,306
14716,1827,67,360,766,193,140,170,131,1400,301
14717,488,8,35,135,86,71,87,66,445,153
14718,1354,2,100,528,239,180,160,145,1252,305
14719,2414,139,157,1004,441,281,206,186,2118,392
14720,603,18,85,253,95,79,27,46,500,73
14721,139,8,23,54,6,31,11,6,108,17
14722,97,3,0,2,3,0,23,66,94,89
14723,770,26,72,328,115,105,65,59,672,124
14724,1570,360,78,434,192,208,185,113,1132,298
14726,1185,410,38,340,143,126,85,43,737,128
14727,3553,114,160,1416,639,517,325,382,3279,707
14728,734,7,55,209,138,76,195,54,672,249
14729,546,12,31,263,69,75,55,41,503,96
14731,997,24,33,368,116,90,180,186,940,366
14732,13,4,0,4,5,0,0,0,9,0
14733,2342,10,150,829,561,400,242,150,2182,392
14735,1726,108,63,657,279,191,243,185,1555,428
14736,143,0,0,50,48,13,6,26,143,32
14737,2958,70,228,1431,547,271,230,181,2660,411
14738,2672,10,262,875,636,430,167,292,2400,459
14739,1832,73,116,805,374,274,133,57,1643,190
14740,826,41,39,287,159,140,114,46,746,160
14741,1296,29,69,486,253,157,158,144,1198,302
14742,90,0,0,10,17,23,9,31,90,40
14743,1504,15,88,802,239,181,110,69,1401,179
14744,916,48,64,134,72,56,245,297,804,542
14747,1448,66,97,693,218,213,98,63,1285,161
14748,375,5,35,158,67,65,17,28,335,45
14750,3366,57,18,726,792,592,600,581,3291,1181
14752,166,26,22,8,15,0,9,86,118,95
14753,701,30,27,374,111,52,53,54,644,107
14754,391,13,20,116,93,77,52,20,358,72
14755,2083,128,115,918,297,315,159,151,1840,310
14756,0,0,0,0,0,0,0,0,0,0
14757,2273,60,123,677,365,318,421,309,2090,730
14760,12512,430,825,4690,1920,1480,1598,1569,11257,3167
14767,1469,349,60,449,173,264,80,94,1060,174
14769,489,14,49,150,92,79,74,31,426,105
14770,1966,43,97,722,291,323,272,218,1826,490
14772,2796,196,145,997,481,346,311,320,2455,631
14774,178,43,6,38,60,27,4,0,129,4
14775,1622,57,124,724,245,166,141,165,1441,306
14777,363,25,48,98,85,52,44,11,290,55
14778,10,0,0,2,0,2,2,4,10,6
14779,4766,132,422,2094,913,542,456,207,4212,663
14781,1322,91,80,516,214,212,92,117,1151,209
14782,1723,67,87,700,268,220,271,110,1569,381
14783,102,4,17,36,4,15,8,18,81,26
14784,616,39,67,188,121,67,66,68,510,134
14785,130,0,0,82,0,0,48,0,130,48
14787,3633,66,325,1227,511,410,703,391,3242,1094
14788,99,16,2,0,52,0,29,0,81,29
14801,3413,241,316,1390,550,434,290,192,2856,482
14802,678,16,14,44,97,41,147,319,648,466
14803,1059,0,47,295,124,121,162,310,1012,472
14804,983,38,24,282,148,193,110,188,921,298
14805,623,7,57,190,143,72,134,20,559,154
14806,1539,31,63,633,279,202,248,83,1445,331
14807,2036,45,117,763,353,289,291,178,1874,469
14808,391,8,0,177,84,62,47,13,383,60
14809,1865,151,165,606,346,251,230,116,1549,346
14810,8940,250,857,3947,1299,1106,816,665,7833,1481
14812,2338,51,138,958,443,445,186,117,2149,303
14813,1549,33,68,605,307,196,169,171,1448,340
14814,1227,15,57,215,131,164,304,341,1155,645
14815,552,3,16,211,114,94,62,52,533,114
14816,484,0,8,169,141,62,38,66,476,104
14817,1954,7,57,341,272,121,475,681,1890,1156
14818,1504,28,44,388,323,193,299,229,1432,528
14819,405,30,23,225,39,46,15,27,352,42
14820,388,15,15,166,70,69,34,19,358,53
14821,2265,21,134,932,395,352,258,173,2110,431
14822,634,9,24,275,109,108,61,48,601,109
14823,2738,162,120,1185,389,279,300,303,2456,603
14824,503,14,36,237,75,59,40,42,453,82
14825,499,17,30,194,121,24,66,47,452,113
14826,1341,55,95,499,230,244,115,103,1191,218
14827,16,0,0,16,0,0,0,0,16,0
14830,13557,223,345,3214,2016,2018,2711,3030,12989,5741
14836,695,19,48,332,96,67,52,81,628,133
14837,3753,319,187,1411,660,388,465,323,3247,788
14838,1501,15,115,610,283,229,145,104,1371,249
14839,438,0,30,158,98,35,33,84,408,117
14840,2168,34,79,517,335,372,451,380,2055,831
14841,584,0,55,73,145,40,159,112,529,271
14842,515,158,0,111,107,37,99,3,357,102
14843,9188,213,495,3549,1911,1150,928,942,8480,1870
14845,15101,225,432,4697,2592,2354,2808,1993,14444,4801
14846,600,15,40,274,79,97,40,55,545,95
14847,1669,94,41,492,265,206,322,249,1534,571
14850,36430,693,730,3883,3501,2232,9903,15488,35007,25391
14853,23,0,0,0,10,0,9,4,23,13
14854,95,21,0,0,31,0,9,34,74,43
14855,491,21,14,184,119,85,26,42,456,68
14856,0,0,0,0,0,0,0,0,0,0
14858,989,24,48,391,173,153,122,78,917,200
14859,773,56,72,305,136,49,67,88,645,155
14860,841,45,32,398,141,55,94,76,764,170
14861,933,12,138,407,197,60,93,26,783,119
14864,742,2,80,260,69,99,102,130,660,232
14865,1938,19,147,747,434,228,221,142,1772,363
14867,3882,39,221,1354,718,422,674,454,3622,1128
14869,1061,12,87,528,135,110,91,98,962,189
14870,7025,86,316,1595,1120,1176,1032,1700,6623,2732
14871,3385,79,257,1252,705,417,303,372,3049,675
14872,416,7,13,72,209,30,16,69,396,85
14873,1390,73,63,569,252,160,166,107,1254,273
14874,92,3,0,24,9,16,11,29,89,40
14877,423,7,39,197,70,41,45,24,377,69
14878,503,73,39,213,55,39,32,52,391,84
14879,1661,79,81,687,298,250,174,92,1501,266
14880,1158,18,33,428,310,144,139,86,1107,225
14881,228,0,0,17,48,39,75,49,228,124
14882,2625,0,64,418,314,525,579,725,2561,1304
14883,3041,71,189,1049,555,337,492,348,2781,840
14884,194,2,13,66,33,36,25,19,179,44
14885,394,28,16,172,68,65,23,22,350,45
14886,4877,47,70,1062,887,607,1092,1112,4760,2204
14889,887,33,29,314,184,125,129,73,825,202
14891,3370,132,163,1087,783,385,420,400,3075,820
14892,5533,148,320,2574,897,698,549,347,5065,896
14893,13,0,0,6,0,7,0,0,13,0
14894,1078,32,106,642,98,111,68,21,940,89
14895,6688,96,316,1995,1354,1146,1005,776,6276,1781
14897,511,15,59,243,75,81,16,22,437,38
14898,928,61,70,381,163,114,54,85,797,139
14901,9854,510,1622,3755,1564,966,878,559,7722,1437
14903,5019,112,151,1412,1344,713,832,455,4756,1287
14904,9910,287,879,3966,1741,1404,762,871,8744,1633
14905,6322,116,255,1524,1238,740,1175,1274,5951,2449
